Scenario - Touch Training (Simple)
Logfile written - 03/10/2016 11:36:42

Trial	Event Type	Code	x(num)	y(num)	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index

0	Response	1	-1951	170	2274	2274	NA
0	Response	2	-1929	164	23613	23613	NA
0	Response	1	-2137	86	24414	24414	NA
0	Response	2	-2057	91	104354	104354	NA
0	Response	1	-1494	-8	105873	105873	NA
0	Response	2	-1494	-9	107834	107834	NA
0	Response	1	-1767	68	186714	186714	NA
0	Response	2	-1760	-40	266454	266454	NA
0	Response	1	-1805	97	267214	267214	NA
0	Response	2	-1872	77	300014	300014	NA
0	Response	1	-1799	2	301534	301534	NA
0	Response	2	-1787	85	347214	347214	NA
0	Response	1	-2108	70	348133	348133	NA
0	Response	2	-2017	67	427734	427734	NA
0	Response	1	-1816	85	428754	428754	NA
0	Response	2	-1747	74	434514	434514	NA
0	Response	1	-1716	103	509713	509713	NA
0	Response	2	-1709	-6	569354	569354	NA
0	Response	1	-1683	95	571454	571454	NA
0	Response	2	-1759	77	589434	589434	NA
0	Response	1	-1476	2	590294	590294	NA
0	Response	2	-1476	2	594034	594034	NA
0	Response	1	-1649	31	670554	670554	NA
0	Response	2	-1644	-32	672454	672454	NA
0	Response	1	-1729	82	751434	751434	NA
0	Response	2	-1803	35	805933	805933	NA
0	Response	1	-2468	-414	831634	831634	NA
0	Response	2	-2468	-414	832994	832994	NA
0	Response	1	-2471	-414	837433	837433	NA
0	Response	2	-2471	-414	837853	837853	NA
0	Response	1	-2230	158	838674	838674	NA
0	Response	2	-2175	162	867914	867914	NA
0	Response	1	-2471	-415	919054	919054	NA
0	Response	2	-1920	127	925313	925313	NA
